epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,1340.33,0.91744,0.58674,0.90486,0.64648,0.53303,0.56653,0.38174,0.98644,0.67404,0.97267,0.00040505,0.00040505,0.00040505
30,1376.03,0.89464,0.56371,0.90012,0.57225,0.53946,0.57005,0.37362,0.98993,0.67592,0.97418,0.000387052,0.000387052,0.000387052
31,1428.69,0.90944,0.5718,0.90564,0.68022,0.48161,0.56881,0.38063,0.9865,0.67101,0.97013,0.000369054,0.000369054,0.000369054
32,1478.89,0.89353,0.54861,0.90251,0.69845,0.56704,0.6116,0.42395,0.98171,0.65105,0.9688,0.000351056,0.000351056,0.000351056
33,1537.65,0.89301,0.53747,0.8957,0.60457,0.55958,0.58863,0.41327,0.96905,0.66763,0.96544,0.000333058,0.000333058,0.000333058
34,1568.62,0.86279,0.5229,0.88568,0.64261,0.53698,0.58094,0.40331,0.96815,0.66148,0.96682,0.000315059,0.000315059,0.000315059
35,1622.57,0.86469,0.52878,0.88828,0.64802,0.46545,0.55734,0.38194,0.98138,0.6775,0.96895,0.000297061,0.000297061,0.000297061
36,1699.37,0.85684,0.5112,0.88454,0.59367,0.49662,0.55529,0.38231,0.9674,0.69063,0.96353,0.000279063,0.000279063,0.000279063
37,1753.13,0.85607,0.51805,0.89,0.63278,0.525,0.58292,0.39632,0.95598,0.65432,0.96143,0.000261065,0.000261065,0.000261065
33,25.2273,0.90745,0.58753,0.91565,0.57449,0.43935,0.46928,0.30379,1.00375,1.26743,0.99173,0.000333058,0.000333058,0.000333058
34,48.6382,0.88573,0.55384,0.90775,0.58423,0.54098,0.52287,0.35811,0.98728,0.75256,0.98227,0.000315059,0.000315059,0.000315059
35,96.4268,0.87487,0.53383,0.89553,0.60703,0.49084,0.55166,0.37305,0.97675,0.69024,0.97498,0.000297061,0.000297061,0.000297061
36,136.979,0.8722,0.52483,0.89602,0.62636,0.53603,0.58412,0.38807,0.98353,0.6692,0.97575,0.000279063,0.000279063,0.000279063
37,183.968,0.85873,0.525,0.88665,0.59195,0.51285,0.55596,0.37743,0.96245,0.66743,0.96934,0.000261065,0.000261065,0.000261065
38,212.924,0.84143,0.50355,0.88528,0.59876,0.52951,0.57216,0.38912,0.96641,0.67845,0.96928,0.000243067,0.000243067,0.000243067
39,249.948,0.84593,0.50154,0.88263,0.76064,0.51173,0.60264,0.41174,0.96047,0.65116,0.9691,0.000225068,0.000225068,0.000225068
40,315.408,0.81784,0.48225,0.87649,0.67866,0.53415,0.59894,0.40418,0.96234,0.64406,0.96873,0.00020707,0.00020707,0.00020707
41,352.508,0.84551,0.48396,0.89107,0.61978,0.53004,0.58256,0.39598,0.96654,0.66201,0.9669,0.000189072,0.000189072,0.000189072
42,375.63,0.8243,0.47789,0.88339,0.57743,0.55253,0.57705,0.39388,0.9607,0.66267,0.96271,0.000171074,0.000171074,0.000171074
43,399.391,0.81923,0.46524,0.87416,0.65898,0.5546,0.60366,0.4169,0.96431,0.65363,0.9683,0.000153076,0.000153076,0.000153076
44,429.367,0.81207,0.45315,0.87942,0.65332,0.53067,0.58355,0.39433,0.9726,0.65561,0.96903,0.000135077,0.000135077,0.000135077
45,459.387,0.79838,0.43854,0.87324,0.70746,0.55154,0.61045,0.4182,0.95847,0.64146,0.96819,0.000117079,0.000117079,0.000117079
46,481.663,0.7924,0.4335,0.87184,0.70646,0.55165,0.61705,0.42576,0.94812,0.63597,0.96197,9.9081e-05,9.9081e-05,9.9081e-05
47,509.859,0.7758,0.42402,0.86181,0.72106,0.54598,0.61634,0.42943,0.95126,0.63978,0.96468,8.10828e-05,8.10828e-05,8.10828e-05
48,532.484,0.77098,0.42144,0.86391,0.67259,0.55356,0.61533,0.42712,0.94656,0.6294,0.96313,6.30846e-05,6.30846e-05,6.30846e-05
49,555.085,0.76606,0.4167,0.86292,0.68847,0.56035,0.62236,0.42966,0.95012,0.63446,0.96466,4.50864e-05,4.50864e-05,4.50864e-05
50,577.664,0.75748,0.40931,0.86316,0.74027,0.53822,0.61885,0.43031,0.9497,0.63647,0.96573,2.70882e-05,2.70882e-05,2.70882e-05
